template_id,template
236,kernel: ide-floppy driver 0.99.newide
237,kernel: ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
238,kernel: inserting floppy driver for <*>
239,kernel: ip_tables: (C) 2000-2002 Netfilter core team
240,kernel: kjournald starting. Commit interval 5 seconds
241,"kernel: klogd 1.4.1, log source = /proc/kmsg started."
242,kernel: md: <*> <*> <*>
243,kernel: md: autorun ...
244,"kernel: md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27"
245,kernel: megaraid cmm: #18# (Release Date: Mon Mar 7 00:01:03 EST 2005)
246,kernel: megaraid: #19# (Release Date: Mon Mar 07 12:27:22 EST 2005)
247,kernel: megaraid: fw <*> bios <*>
248,kernel: megaraid: probe new device 0x1028:0x0013:0x1028:0x016c: bus 2:slot 14:func 0
249,kernel: mice: PS/2 mouse device common for all mice
250,kernel: mtrr: v2.0 (20020519)
251,kernel: per-CPU timeslice cutoff: <*> usecs.
252,kernel: scsi0 : LSI Logic MegaRAID driver
253,kernel: scsi[0]: scanning scsi channel 0 [Phy 0] for non-raid devices
254,kernel: scsi[0]: scanning scsi channel 1 [virtual] for logical drives
255,kernel: sda: asking for cache data failed
256,kernel: sda: assuming drive cache: write through
257,kernel: selinux_register_security: Registering secondary module capability
258,"kernel: serio: i8042 <*> port at 0x60,0x64 irq <*>"
259,kernel: task migration cache decay timeout: 1 msecs.
260,kernel: time.c: Detected <*> MHz processor.
261,kernel: time.c: Using 14.318180 MHz HPET timer.
262,kernel: time.c: Using HPET based timekeeping.
263,kernel: <*> module license <*> taints kernel.
264,kernel: ttyS0 at I/O 0x3f8 (irq = 4) is a <*>
265,kernel: uhci_hcd <*> irq <*> io base <*>
266,kernel: usb <*> new <*> speed USB device using address <*>
267,kernel: usbcore: registered new driver <*>
268,kernel: using mwait in idle threads.
269,nfslock: <*> <*> succeeded
270,portmap: portmap <*> succeeded
271,<*> Version 1.0.6 Starting
272,syslog: <*> startup succeeded
273,syslogd 1.4.1: restart.
274,rc: Starting <*> succeeded
275,rpcidmapd: rpc.idmapd <*> succeeded
276,ts_fixup:
277,ts_fixup: Creating Topspin /dev entries:
278,date: <*> <*> <*> <*> MST 2005
279,"fsck: <*> clean, <*> files, <*> blocks"
280,fsck: <*> recovering journal
281,fsck: Checking all file systems.
282,fsck: [/sbin/fsck.ext3 (1) -- <*> fsck.ext3 -a <*>
283,init: Entering runlevel: 3
284,kernel: i2c /dev entries driver
285,lvm.static: No volume groups found
286,mount.panfs: bindcache: failed init IPS: 0x5 (Out of memory)
287,"mount.panfs: pan_ips: error -- cfg target addresses, 0x5 (Out of memory), err_loc=1, rhel_4_amd64/release/build/panfs/ips/pan_ips_cfg.c:294"
288,"mount.panfs: pan_ips: error -- real init, 0x5 (Out of memory), err_loc=3, <*>"
289,mount: bindcache: failed init IPS: 0x5 (Out of memory)
290,mount: <*> <*> <*> <*> <*> 0x5 (Out of memory)
291,mount: mount.panfs error: mount request rejected because client-realm clock skew exceeds 10 seconds
292,network: Bringing up <*> <*> <*>
293,network: Setting network parameters: succeeded
294,rc.sysinit: -e
295,rc.sysinit: Checking filesystems succeeded
296,rc.sysinit: <*> <*> <*> succeeded
297,rc.sysinit: Enabling local filesystem quotas: succeeded
298,rc.sysinit: Mounting local filesystems: <*>
299,rc.sysinit: Remounting root filesystem in read-write mode: succeeded
300,rc.sysinit: Setting clock (localtime): <*> <*> <*> <*> MST 2005 succeeded
301,rc.sysinit: Setting up Logical Volume Management: succeeded
302,smartd: smartd <*> <*>
303,<*> Configuration file /etc/smartd.conf parsed.
304,"<*> Device: /dev/sda, Bad IEC (SMART) mode page, err=5, skip device"
305,"<*> Device: /dev/sda, opened"
306,<*> Home page is http://#20#/
307,<*> Opened configuration file /etc/smartd.conf
308,<*> Unable to register SCSI device /dev/sda at line 1 of file /etc/smartd.conf
309,<*> Unable to register device /dev/sda (no Directive -d removable). Exiting.
310,<*> smartd version 5.33 [x86_64-redhat-linux-gnu] Copyright (C) 2002-4 Bruce Allen
311,start_udev: Starting udev: succeeded
312,sysctl: <*> = <*>
313,<*> starting udevd daemon
314,netfs: Unmounting NFS filesystems (retry): succeeded
315,acpid: acpid <*> succeeded
316,snmpd: snmpd <*> succeeded
317,instsvcdrv: <*> device driver <*>
318,<*> NET-SNMP version 5.1.2
319,Server Administrator: Instrumentation Service EventID: 1000 Server Administrator starting
320,Server Administrator: Instrumentation Service EventID: 1001 Server Administrator startup complete
321,dataeng: <*> <*> succeeded
322,kernel: Disabled Privacy Extensions on device <*>
323,kernel: IPv6 over IPv4 tunneling driver
324,sshd: succeeded
325,<*> Server listening on :: port 22.
326,<*> error: Bind to port 22 on 0.0.0.0 failed: Address already in use.
327,<*> Reading included configuration file: <*> <*> <*>
328,<*> Started working: <*> available <*>
329,xinetd[2240]: removing <*>
330,<*> xinetd Version 2.3.13 started with libwrap loadavg options compiled in.
331,crond: crond <*> <*>
332,<*> (CRON) STARTUP (V5.0)
333,pbs_mom: pbs_mom <*> succeeded
334,messagebus: messagebus <*> <*>
335,omsad: omsad32 <*> succeeded
336,haldaemon: haldaemon <*> <*>
337,<*> [smux_accept] accepted fd 13 from <*>
338,"<*> accepted smux peer: oid SNMPv2-SMI::enterprises.674.10892.1, password , descr Systems Management SNMP MIB Plug-in Manager"
339,<*> removed all generated mount points
340,"<*> Caught signal 15, un-registering and exiting."
341,RPC: failed to contact portmap (errno -101).
342,RPC: sendmsg returned error 101
343,gmetad: gmetad <*> succeeded
344,killall:
345,killall: Shutting down GANGLIA gmetad:
346,killall: Stopping syslog-ng:
347,killall: [
348,network: Shutting down <*> <*> succeeded
349,portmap: RPC call returned error 101
350,<*> syslog-ng version <*> going down
351,<*> connection from <*>
352,<*> Kerberos password <*> for user <*> <*>
353,<*> Password authentication for user <*> accepted.
354,logger: Install: apply updates
355,logger: Kickstart: <*> <*> <*>
356,logger: Kickstart: setup soft links and NFS mounts
357,<*> running '/usr/sbin/up2date-config' with root privileges on behalf of 'root'
358,kernel: <*> avc: denied { write } for <*> <*> name=log dev=ram0 <*> <*> tcontext=user_u:object_r:file_t tclass=sock_file
359,logger: Kickstart Install: <*> <*>
360,syslog: klogd shutdown <*>
361,<*> START: rsync <*> <*>
362,logger: Install: Removing tftpboot installation link from 10.100.32.250
363,<*> Package Release <*> Package Description=Dell <*> <*> <*> <*> Support Log <*> Exit code = 2 (Reboot required)
364,<*> Got trap from peer on fd 13
365,logger: installing panasas drivers
366,kernel: PanFS Client version: rhel_4_amd64/release <*> SMP
367,kernel: pan_common: <*> <*>
368,kernel: pan_common: registered major number <*> for device panasas
369,"kernel: pan_kmod: <*> subdev 0x78 (""PANASAS kernel trace facility"")"
370,kernel: pan_trace: panfs trace buffer <*> added.
371,kernel: panfs mount: Byte range locking is turned ON
372,kernel: panfs mount: Directory Caching is turned ON
373,kernel: panfs mount: Dribble Writes mode is enabled
374,"kernel: panfs mount: If you are running a GenuineIntel kernel, you may get an oops."
375,kernel: panfs mount: Read Ahead is turned ON at level 1
376,kernel: panfs mount: loading a AuthenticAMD CPU panfs.o kernel module on a GenuineIntel CPU
377,"kernel: <*> no version for ""struct_module"" found: kernel tainted."
378,mount.panfs: mount.panfs: started PanFS device [panfs://#27#/home]
379,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC <*> Temp Chassis location: Main System Chassis Previous state was: Unknown Temperature sensor value (in Degrees Celsius): <*>
380,Server Administrator: Instrumentation Service EventID: <*> Temperature sensor <*> <*> <*> <*> <*> <*> <*> <*> Temp Chassis location: Main System Chassis Previous state was: Unknown Temperature sensor value (in Degrees Celsius): <*>
381,firstboot: succeeded
382,<*> RRD_update <*> illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
383,ntpd[1505]: synchronisation lost
384,<*> (root) CMD <*> <*>
385,<*> User <*> coming from <*> authenticated.
386,<*> Now running on <*> privileges.
387,"<*> Device: /dev/sda, Temperature changed <*> Celsius to <*> Celsius since last report"
388,<*> STATS: dropped <*>
389,<*> process_limit: processing <*> <*> 32768 for DEFAULT
390,<*> reading settings from '/etc/security/limits.conf'
391,<*> time reset <*> s
392,<*> Received SNMP packet(s) from #34#
393,- Added public key <*>
394,- User ID: CentOS-4 (Kernel Module GPG key)
395,ACPI wakeup devices:
396,ACPI: (supports S0 S4 S5)
397,ACPI: <*> (v001 DELL PE BKC 0x00000001 MSFT <*> @ <*>
398,ACPI: HPET id: 0xffffffff base: 0xfed00000
399,ACPI: INT_SRC_OVR (bus 0 bus_irq <*> global_irq <*> <*> <*>
400,ACPI: IOAPIC <*> <*> <*>
401,ACPI: <*> used by override.
402,ACPI: Interpreter enabled
403,ACPI: LAPIC <*> <*> enabled)
404,ACPI: LAPIC_NMI <*> high edge lint[0x1])
405,ACPI: Local APIC address 0xfee00000
406,ACPI: PCI Interrupt Link <*> (IRQs 3 4 5 6 7 10 11 12) <*>
407,ACPI: PCI Interrupt Link <*> (IRQs 3 4 5 6 <*> <*> <*> 12)
408,"ACPI: PCI Interrupt Link <*> (IRQs 3 4 5 6 7 10 11 12) *0, disabled."
409,ACPI: PCI Interrupt Routing Table <*>
410,ACPI: PCI Root Bridge [PCI0] (00:00)
411,"ACPI: PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
412,ACPI: Power Button (FF) [PWRF]
413,ACPI: Processor <*> (supports C1)
414,ACPI: RSDP (v000 DELL ) @ 0x00000000000fd650
415,ACPI: Subsystem revision 20040816
416,ACPI: Using IOAPIC for interrupt routing
417,Adding <*> swap on <*> Priority:-1 extents:1
418,"Attached scsi disk sda at scsi0, channel 1, id 0, lun 0"
419,"Attached scsi generic <*> at scsi0, channel <*> id <*> lun 0, type <*>"
420,BIOS-e820: <*> - <*> <*>
421,BIOS-e820: 00000000cffc0000 - 00000000cffcfc00 (ACPI data)
422,BIOS-provided physical RAM map:
423,"Bootdata ok (command line is root=LABEL=/ initrd=/x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console=tty0 console=ttyS0,19200 fastboot BOOT_IMAGE=/x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr )"
424,Booting processor <*> rip 6000 rsp <*>
425,Bootmem setup node 0 0000000000000000-0000000330000000
426,Brought up 4 CPUs
427,Built 1 zonelists
428,CPU0: Intel(R) Xeon(TM) CPU 3.60GHz stepping 03
429,CPU: L2 cache: 2048K
430,CPU: Physical Processor ID: <*>
431,"CPU: Trace cache: 12K uops, L1 D cache: 16K"
432,Calibrating delay loop... <*> BogoMIPS <*>
433,Capability LSM initialized as secondary
434,Checking aperture...
435,Console: colour VGA+ 80x25
436,Copyright (c) 1999-2004 Intel Corporation.
437,"DMA zone: 4096 pages, LIFO batch:1"
438,"Dentry cache hash table entries: 2097152 (order: 12, 16777216 bytes)"
439,Detected 12.469 MHz APIC timer.
440,"Dquot-cache hash table entries: 512 (order 0, 4096 bytes)"
441,EXT3 FS on <*> internal journal
442,EXT3-fs: mounted filesystem with ordered data mode.
443,Faking a node at 0000000000000000-0000000330000000
444,Freeing unused kernel memory: <*> freed
445,"HighMem zone: 0 pages, LIFO batch:1"
446,"IA32 emulation $Id: sys_ia32.c,v 1.32 2002/03/24 13:02:28 ak Exp $"
447,"<*> apic_id <*> version 32, address <*> GSI <*>"
448,"IP: routing cache hash table of <*> buckets, <*>"
449,Initializing <*>
450,Initializing Cryptographic API
451,Initializing IPsec netlink socket
452,"Inode-cache hash table entries: 1048576 (order: 11, 8388608 bytes)"
453,Installing knfsd (copyright (C) 1996 #35#@monad.swb.de).
454,Intel E7520/7320/7525 detected.<6>pci_hotplug: PCI Hot Plug PCI Core version: 0.5
455,Intel(R) PRO/1000 Network Driver - version <*>
456,Intel(R) Xeon(TM) CPU 3.60GHz stepping 03
457,"Kernel command line: root=LABEL=/ initrd=/x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console=tty0 console=ttyS0,19200 fastboot BOOT_IMAGE=/x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr"
458,Linux agpgart interface v0.100 (c) Dave Jones
459,Linux version 2.6.9-5.0.5.EL-lustre-1.4.2-perfctr (#7#@talogin1) (gcc version 3.4.3 20041212 (Red Hat 3.4.3-9.EL4)) #2 SMP Tue Jun 14 00:58:50 PDT 2005
460,Loading keyring
461,"Memory: 12302088k/13369344k available (2341k kernel code, 0k reserved, 924k data, 196k init)"
462,"Mount-cache hash table entries: 256 (order: 0, 4096 bytes)"
463,NET: Registered protocol family <*>
464,No NUMA configuration found
465,No mptable found.
466,"Normal zone: 3338240 pages, LIFO batch:16"
467,On node 0 totalpages: 3342336
468,PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
469,PCI0 PALO PBLO VPR0 PBHI PICH
470,PCI: Probing PCI hardware (bus 00)
471,PCI: Transparent bridge - 0000:00:1e.0
472,PCI: Using ACPI for IRQ routing
473,PCI: Using <*> <*> <*>
474,"PID hash table entries: 4096 (order: 12, 131072 bytes)"
475,Placing software IO TLB between 0xdb63000 - 0x11b63000
476,Probing IDE interface <*>
477,Processor <*> 15:4 APIC version 16
478,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize
479,RAMDISK: Compressed image found at block 0
480,Real Time Clock Driver v1.12
481,SCSI device sda: <*> 512-byte hdwr sectors <*> MB)
482,SCSI subsystem initialized
483,SELinux: Disabled at runtime.
484,SELinux: Initializing.
485,SELinux: <*> netfilter hooks
486,SELinux: Starting in permissive mode
487,Security Scaffold v1.0.0 initialized
488,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled"
489,TCP: Hash tables configured (established 262144 bind 65536)
490,"There is already a security framework initialized, register_security failed."
491,"Total HugeTLB memory allocated, 0"
492,Total of 4 processors activated (28655.61 BogoMIPS).
493,Type: <*> ANSI SCSI revision: 02
494,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
495,Using ACPI (MADT) for SMP configuration information
496,Using <*> APIC <*> <*>
497,Using cfq io scheduler
498,VFS: Disk quotas dquot_6.5.1
499,VFS: Mounted root (ext2 filesystem).
500,Vendor: MegaRAID Model: LD 0 <*> <*> Rev: 516A
501,Vendor: PE/PV Model: 1x2 SCSI BP Rev: 1.0
502,activating NMI Watchdog ... done.
