template_id,template
29,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake
30,"ARPT: <*> IOPMPowerSource Information: <*> SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*>"
31,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: <*> <*>
32,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
33,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
34,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
35,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
36,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
37,network changed: <*> <*> <*> <*> SMB
38,in6_unlink_ifa: IPv6 address <*> has no prefix
39,<*> Could not write data to client <*> because of error - aborting connection
40,"<*> DNSServiceCreateConnection: 0 registered records, 1 kDNSServiceFlagsShareConnection operation <*>"
41,-> DNSServiceGetAddrInfo 0x4000D000 0 v4v6 <*> <*>
42,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>
43,Saw change in network reachability <*>
44,network changed: <*> DNS- Proxy-
45,Captive: CNPluginHandler en0: <*>
46,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.
47,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>
48,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID
49,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2
50,<*> Failed to read DnsConfig.
51,PM response took <*> ms <*> <*>
52,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0"
53,<*> : BTLE scanner Powered <*>
54,"network_reachability_changed : network is not reachable, netbiosd is shutting down"
55,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)
56,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>
57,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
58,ARPT: <*> wlc_dump_aggfifo:
59,ARPT: <*> framerdy <*> bmccmd <*> framecnt <*>
60,ARPT: <*> AQM agg params <*> maxlen hi/lo 0x0 <*> minlen <*> adjlen 0x0
61,ARPT: <*> AQM agg results <*> len hi/lo: 0x0 <*> BAbitmap(0-3) 0 0 0 0
62,Received Capture Event
63,CCFile::captureLog
64,CCFile::captureLog Received Capture notice id: <*> reason = <*>
65,CCFile::copyFile fileName is <*> source <*> dest <*>
66,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
67,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7
68,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>
69,CCFile::captureLogRun() Exiting CCFile::captureLogRun
70,doSaveChannels@286: Will write to: <*> - <*>
71,AppleCamIn::handleWakeEvent_gated
72,Captive: [CNInfoNetworkActive:1748] en0: SSID <*> making interface primary (cache indicates network not captive)
73,network changed: DNS* <*>
74,Captive: en0: Not probing <*> (cache indicates not captive)
75,network changed: <*> <*> <*> SMB
76,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165
77,Unexpected payload found for message <*> dataLen <*>
78,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL
79,<*> <<<< CRABS >>>> crabsFlumeHostAvailable: <*> Byte flume reports host available again.
80,<*> deny mach-lookup <*>
81,############################## _getSysMsgList
82,AOSKit ERROR: XPC CLIENT: Connection [0x7fa11ad29e00] event handler received event with type: [XPC_TYPE_ERROR]. Description: [Connection interrupted]
83,Thermal pressure state: <*> Memory pressure state: 0
84,<*> dealloc
85,ASL Sender Statistics
86,"ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>"
87,mDNS_RegisterInterface: Frequent transitions for interface <*> <*>
88,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10"
89,ARPT: <*> wl0: setup_keepalive: <*> IP: <*>
90,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>
91,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: <*>
92,ARPT: <*> wl0: MDNS: <*> Addr: <*>
93,"ARPT: <*> wl0: MDNS: 0 SRV Recs, 0 TXT Recs"
94,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep
95,mDNS_DeregisterInterface: Frequent transitions for interface <*> <*>
96,Unable to start NetBIOS name service:
97,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route
98,CCProfileMonitor::freeResources done
99,Got an XPC error: Connection invalid
100,"CCDataTap::profileRemoved, Owner: <*> Name: <*>"
101,"CCLogTap::profileRemoved, Owner: <*> Name: <*>"
102,Location icon should now be in state <*>
103,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>"
104,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}"
105,"NETWORK: no response from server, reachability, 2, queryRetries, <*>"
106,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is <*>
107,AutoSubmitPreference is 0
108,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].]
109,CCProfileMonitor::profileCallback Entered token:1
110,CCProfileMonitor::setStreamEventHandler
111,CCXPCService::setStreamEventHandler Registered for notification callback.
112,"wifi scan failed with error: Error Domain=com.apple.wifi.apple80211API.error <*> ""(null)"""
113,"[com.apple.calendar.store.log.persistent.operation] [CalOperationQueue (x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/ExchangePrincipal/p13): <*> <*> failed with error Error Domain=NSURLErrorDomain <*> <*> <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""(null)"" <*> <*> NSErrorFailingURLStringKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, NSErrorFailingURLKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, <*> <*> <*>"
114,-> DNSServiceQueryRecord 0x0000D000 0 <*> (PTR) PID[53]()
115,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
116,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
117,<*> deny network-outbound /private/var/run/mDNSResponder
118,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted
119,Sandbox: <*> deny(1) <*> <*>
120,Unrecognized attribute value: t:AbchPersonItemType
121,<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)
122,ARPT: <*> ARPT: Wake Reason: Wake on Scan offload; Disconnect reason: Class <*> frame received from <*> STA
123,tcp_connection_tls_session_error_callback_imp <*> <*> error <*>
124,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1003 ""A server with the specified hostname could not be found."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1003 ""A server with the specified hostname could not be found."" <*> <*> _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=A server with the specified hostname could not be found.}}, <*> <*> _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=A server with the specified hostname could not be found.}"
125,(DiskStore.Normal:2382) 91a8 1.000050
126,(DiskStore.Normal:2382) 20cb04f <*>
127,Stream <*> is sending an event before being opened
128,Wake reason: <*> <*>
129,RTC: Maintenance <*> <*> sleep <*> <*>
130,"arp_client_transmit(en0) failed, Network is down (50)"
131,"DHCP en0: ARP detect <*> failed, arp_client_transmit(en0) failed, Network is down (50)"
132,[bootp_transmit.c:213] bootp_transmit(): bpf_write(en0) failed: Network is down (50)
133,DHCP en0: <*> transmit failed
134,(DiskStore.Normal:2382) 12001 <*>
135,full wake <*> (reason <*> <*> ms
136,Telling CSI to <*> low power.
137,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.
138,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake
139,handle_will_sleep_auth_and_shield_windows: Reordering authw <*> (lock state: 3)
140,handle_will_sleep_auth_and_shield_windows: err 0x0
141,<*> : Starting AirDrop server for user 501 on wake
142,<*> : Scanning mode Contacts Only
143,button report: <*>
144,Couldn't find a requirement string for masquerading client com.apple.Maps
145,AIDA Notification plugin running
146,Checking iCDP status for DSID 874161398 (checkWithServer=0)
147,"XPC Error while checking if iCDP is enabled for DSID 874161398: Error Domain=NSCocoaErrorDomain Code=4099 ""The connection to service named com.apple.cdp.daemon was invalidated."" UserInfo={NSDebugDescription=The connection to service named com.apple.cdp.daemon was invalidated.}"
148,Daemon connection invalidated!
149,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
150,Sandbox: <*> deny(1) file-read-data <*> <*>
151,CGSConnectionByID: 0 is not a valid connection ID.
152,SpotlightNetHelp(352) deny ipc-posix-shm-read-data CFPBS:186A7:
153,enabling <*> for plug-in <*> <*> <*>
154,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in(): <*>
155,Session <*> created
156,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
157,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
158,"ignored is_io_service_close(0x100000420,IOHIDParamUserClient)"
159,Error in <*> -1856
160,plugin <*> invalidated
161,host connection <NSXPCConnection: <*> connection from pid <*> invalidated
162,Unable to simultaneously satisfy constraints:
163,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert
164,"Path not allowed in target domain: type = pid, path = <*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc"
165,KeychainGetICDPStatus: keychain: -25300
166,KeychainGetICDPStatus: status: off
167,<*> : <*> <*> hashes
168,<*> : Adding my hashes manually
169,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789
170,-------------handle0x210-------------Enter
171,CFNetwork SSLHandshake failed <*>
172,Failed to <*> a scan - central is not powered on: <*>
173,<*> <*> <*> [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
174,Peripheral manager is not powered on
175,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>
176,device_generate_desktop_screenshot: authw <*> shield <*>
177,"device_generate_lock_screen_screenshot: authw <*> 0, <*> <*> shield <*> dev [1440,900]"
178,no sleep images for WillPowerOffWithImages
179,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent"
180,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces."
181,kern_open_file_for_direct_io(0)
182,kern_open_file_for_direct_io took <*> ms
183,Opened file <*> size <*> extents <*> maxio 2000000 ssd 1
184,"polled file major 1, minor 0, blocksize 4096, pollers 5"
185,<*> <*> <*> [lvl=2] -[KSAgentApp setupLoggerOutput] Agent settings: <*> bundleID=com.google.Keystone.Agent <*> <*> +0000 checkInterval=18000.000000 uiDisplayInterval=604800.000000 sleepInterval=1800.000000 jitterInterval=900 maxRunInterval=0.000000 isConsoleUser=1 ticketStorePath=/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore runMode=3 daemonUpdateEngineBrokerServiceName=com.google.Keystone.Daemon.UpdateEngine daemonAdministrationServiceName=com.google.Keystone.Daemon.Administration logEverything=0 logBufferSize=2048 alwaysPromptForUpdates=0 productIDToUpdate=(null) lastUIDisplayed=(null) alwaysShowStatusItem=0 updateCheckTag=(null) printResults=NO userInitiated=NO>
186,"no application identifier provided, can't use provisioning profiles <*>"
187,<*> : BTLE discovered device with hash <*> <*> 0000>
188,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
189,"[com.apple.calendar.store.log.persistent.operation] [CalOperationQueue (x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/ExchangePrincipal/p13): <*> <*> failed with error Error Domain=NSURLErrorDomain <*> <*> <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""(null)"" UserInfo={NSErrorPeerAddressKey=<CFData <*> [0x7fff7abc1440]>{length = 28, capacity = 28, bytes = <*> ... 0000000200000000}, _kCFStreamErrorCodeKey=57, _kCFStreamErrorDomainKey=1}}, NSErrorFailingURLStringKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, NSErrorFailingURLKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, _kCFStreamErrorDomainKey=1, _kCFStreamErrorCodeKey=57, <*>"
190,-[ABAddressBook save] failed. (<ABAddressBook: <*>
191,(DiskStore.Normal:2382) c001 <*>
192,<IMMacNotificationCenterManager: <*> notification observer: <*> notification: __CFNotification <*> {name = <*>
193,<IMMacNotificationCenterManager: <*> NC Disabled: NO
194,<*> : Discoverable mode changed to Off
195,<*> : BTLE scanning <*>
196,<IMMacNotificationCenterManager: <*> DND Enabled: <*>
197,<IMMacNotificationCenterManager: <*> Updating enabled: <*> (Topics: (
198,magsafeStateChanged state changed old <*> new <*>
199,storeaccountd(345) deny file-write-create <*>
200,<INFO> RQD: create user info for daily using
201,<WORKFLOW>: sdk send an request to server[http://monitor.uu.qq.com/analytics/rqdsync] with <*> and <*> for <*> <*>
202,<INFO> RQD: UserInfoUploadHandler success finish request with 1 records
203,<INFO> RQD: UserInfoUploadHandler clean 1 records
204,<INFO> RQD: Persist userinfo data with count 0
205,"IOPMrootDomain: idle cancel, state <*>"
206,"ARPT: <*> IOPMPowerSource Information: <*> SleepType: Standby, 'ExternalConnected': <*> 'TimeRemaining': <*>"
207,hibernate image path: /var/vm/sleepimage
208,efi pagecount 72
209,hibernate_page_list_setall(preflight <*> start
210,hibernate_page_list_setall time: <*> ms
211,"pages <*> wire <*> act <*> inact <*> cleaned 0 spec <*> zf <*> throt 0, compr <*> xpmapped 40000"
212,could discard act <*> inact <*> purgeable <*> spec <*> cleaned 0
213,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages
214,hibernate_page_list_setall preflight pageCount <*> est comp <*> setfile <*> min 1073741824
215,vm_compressor_flush - starting
216,vm_compressor_flush completed - took <*> msecs
217,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
218,"hibernate_alloc_pages act <*> inact <*> anon <*> throt 0, spec <*> wire <*> wireinit 39927"
219,hibernate_setup(0) took <*> ms
220,hibernate_teardown started
221,"hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages 0, cleaned_pages 0, compressor_pages <*>"
222,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
223,"hibernate_teardown: mark_as_unneeded_pages 4096, <*> <*>"
224,hibernate_teardown completed - discarded <*>
225,did discard act <*> inact <*> purgeable <*> spec <*> cleaned 0
226,hibernate_page_list_setall found pageCount <*>
227,"IOHibernatePollerOpen, ml_get_interrupts_enabled 0"
228,IOHibernatePollerOpen(0)
229,encryptStart 14020
230,"bitmap_size 0x7f0fc, previewSize <*> writing <*> pages @ <*>"
231,hibernate_rebuild started
232,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>
233,hibernate_rebuild completed - took <*> msecs
234,"booter start at <*> ms smc 0 ms, <*> 0, 0] total <*> ms, dsply 0, 0 ms, tramp <*> ms"
235,"hibernate_machine_init: state 2, image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>"
236,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0"
237,IOPolledFilePollersOpen(0) <*> ms
238,hibernate_machine_init reading
239,PMStats: Hibernate read took <*> ms
240,"hibernate_machine_init pagesDone <*> sum2 <*> time: <*> ms, disk(0x20000) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
241,[HID] [MT] <*> entered
242,AppleActuatorHIDEventDriver: message service is terminated
243,AppleActuatorDeviceUserClient::stop Entered
244,AppleActuatorDevice::stop Entered
245,AppleActuatorHIDEventDriver: stop
246,Host controller terminated
247,[BluetoothHIDDeviceController] <*>
248,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object
249,BuildActDeviceEntry <*>
250,AppleActuatorDevice::start Entered
251,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out <*> notification key
252,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR
253,AppleActuatorDeviceUserClient::start Entered
254,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.
255,"CFPasteboardCopyDataReturn __CFPasteboardCopyData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, Boolean, Boolean) : Lock timeout"
256,CFPasteboardBeginGenerationReturn CFPasteboardBeginGeneration(CFPasteboardRef) : Lock timeout
257,"int32_t CFPasteboardSetData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, CFDataRef, CFOptionFlags) : Lock timeout"
258,IOBluetoothUSBDFU::probe
259,IOBluetoothUSBDFU::probe avoid Bluetooth automatic firmware update because USB Bluetooth active
260,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****
261,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****
262,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>
263,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms ****
264,"VDCAssistant: Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)"
265,[IOBluetoothHostController::setConfigState] calling registerService
266,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****
267,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- <*> ****
268,INIT -- Host controller is published
269,assertion failed: 15G1510: <*> + <*> <*> <*>
270,hciControllerOnline; HID devices? 0
271,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ("
272,CoreAnimation: timed out fence <*>
273,vm_compressor_fastwake_warmup <*> - <*> - starting
274,<*> : Discoverable mode changed to Contacts Only
275,"[com.apple.calendar.store.log.caldav.mismatch] [Sync report for calendar home iCloud, failed with error Error Domain=NSURLErrorDomain <*> <*> <*> {Error Domain=kCFErrorDomainCFNetwork <*> <*> UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, <*> <*> <*> NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-caldav.icloud.com/874161398/calendars/, <*> <*> <*>"
276,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain <*> <*> <*> CalDAVErrFromRefresh=YES, <*> {Error Domain=kCFErrorDomainCFNetwork <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>"
277,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.]
278,"<*> <*> 30311, <*> [LogMessageLogging]: <*> - Request to send LogMessages of count <*> failed with Error: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp64-ssl.ls.apple.com/a/v2/use, NSErrorFailingURLKey=https://gsp64-ssl.ls.apple.com/a/v2/use, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp64-ssl.ls.apple.com/a/v2/use, NSErrorFailingURLKey=https://gsp64-ssl.ls.apple.com/a/v2/use, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}"
279,vm_compressor_fastwake_warmup completed - took <*> msecs
280,(DiskStore.Normal:2382) 20cb1bc <*>
281,"DB Error: 1 ""no such table: <*>"
282,"DB Query: select * from <*> where flag = 1 and type != 109 and bubbleid > 0 order by time desc, msgRelatedFlag asc, msgId desc limit 1"
283,DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db
284,Internal name did not resolve to internal address!
285,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>
286,Error returned from iconservicesagent: (null)
287,Invalid Connection ID 0
288,"In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -50"
289,2017-07-01 19:46:26.100 <*> [lvl=2] <*> <*> Starting <*> <*>
290,<*> <*> <*> [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.
291,<*> <*> <*> [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <*>
292,<*> <*> <*> [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <*>
293,"<*> <*> <*> [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update."
294,"<*> <*> <*> [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <*>"
295,"<*> <*> <*> [lvl=2] -[KSUpdateEngine updateProductID:] KSUpdateEngine updating product ID: ""com.google.Keystone"""
296,2017-07-01 <*> GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] <*> performAction] <*> <*> <*> <*>
297,<*> <*> <*> [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {(
298,"<*> <*> <*> [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate 1[field.1.2.840.113635.100.6.2.6] exists and certificate leaf[field.1.2.840.113635.100.6.1.13] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'"
299,2017-07-01 <*> GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] <*> <*> KSOutOfProcessFetcher <*> <*> <*> URL: <*>
300,<*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: <*>
301,<*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: <*>
302,<*> <*> <*> [lvl=2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.
303,<*> <*> <*> [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> }
304,<*> <*> <*> [lvl=2] main() Fetcher received a download path: <*>
305,<*> <*> <*> [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>
306,<*> <*> <*> [lvl=2] main() Setting up download file handles...
307,<*> <*> <*> [lvl=2] -[FetchDelegate fetcher:finishedWithData:] Fetcher downloaded successfully data of length: 0
308,2017-07-01 <*> ksfetch[31703/0x7fff79824000] [lvl=2] main() <*> <*> <*>
309,<*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperErrorAvailable:] KSOutOfProcessFetcher helper tool raw STDERR:
310,<*> <*> <*> [lvl=2] -[KSUpdateCheckAction(KSServerUpdateRequestDelegate) serverRequest:fetchedWithResponse:] KSUpdateCheckAction received KSServerUpdateResponse: <*>
