template_id,template
68,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac)
69,audit: initializing netlink socket <*>
70,<*> initialized
71,"Total HugeTLB memory allocated, 0"
72,Starting <*> succeeded
73,VFS: Disk quotas dquot_6.5.1
74,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)"
75,SELinux: <*> netfilter hooks
76,Initializing Cryptographic API
77,pci_hotplug: PCI Hot Plug PCI Core version: 0.5
78,isapnp: Scanning for PnP cards...
79,isapnp: No Plug & Play device found
80,Real Time Clock Driver v1.12
81,Linux agpgart interface v0.100 (c) Dave Jones
82,agpgart: Detected an Intel i810 E Chipset.
83,agpgart: Maximum main memory to use for agp memory: 93M
84,hcid startup succeeded
85,agpgart: detected 4MB dedicated video ram.
86,HCI daemon ver 2.4 started
87,Setting network parameters: succeeded
88,sdpd startup succeeded
89,agpgart: AGP aperture is 64M @ 0xf4000000
90,sdpd v1.5 started
91,Bringing up <*> <*> succeeded
92,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled"
93,<*> at I/O <*> (irq = <*> is a 16550A
94,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize
95,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
96,Mounting other filesystems: succeeded
97,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
98,ICH: IDE controller at PCI slot 0000:00:1f.1
99,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)"
100,apmd <*> succeeded
101,ICH: chipset revision 2
102,ICH: not 100%% native mode: will probe irqs later
103,<*> BM-DMA at <*> BIOS settings: <*> <*>
104,automount startup succeeded
105,"hda: IBM-DTLA-307015, ATA DISK drive"
106,smartd version 5.21 Copyright (C) 2002-3 Bruce Allen
107,Using cfq io scheduler
108,Home page is http://smartmontools.sourceforge.net/
109,<*> at <*> on irq <*>
110,Opened configuration file /etc/smartd.conf
111,"hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive"
112,Configuration file /etc/smartd.conf parsed.
113,hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted)
114,"Device: /dev/hda, opened"
115,Charge: * * * (-1% unknown)
116,"Device: /dev/hda, found in smartd database."
117,hda: max request size: 128KiB
118,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list."
119,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)"
120,Monitoring 1 ATA and 0 SCSI devices
121,hda: hda1 hda2 hda3
122,smartd has fork()ed into background mode. New <*>
123,smartd <*> succeeded
124,"hdc: ATAPI 24X CD-ROM drive, 128kB Cache"
125,Uniform CD-ROM driver Revision: 3.20
126,ide-floppy driver 0.99.newide
127,drivers/usb/input/hid-core.c: v2.0:USB HID core driver
128,mice: PS/2 mouse device common for all mice
129,"serio: i8042 <*> port at 0x60,0x64 irq <*>"
130,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1
131,input: AT Translated Set 2 keyboard on isa0060/serio0
132,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27"
133,"IP: routing cache hash table of 512 buckets, 4Kbytes"
134,TCP: Hash tables configured (established 8192 bind 16384)
135,Initializing IPsec netlink socket
136,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
137,Freeing initrd memory: 186k freed
138,md: Autodetecting RAID arrays.
139,md: autorun ...
140,md: ... autorun DONE.
141,RAMDISK: Compressed image found at block 0
142,VFS: Mounted root (ext2 filesystem).
143,EXT3-fs: <*> <*> <*> on readonly <*>
144,EXT3-fs: write access will be enabled during recovery.
145,kjournald starting. Commit interval 5 seconds
146,EXT3-fs: hda2: 4 orphan inodes deleted
147,EXT3-fs: recovery complete.
148,EXT3-fs: mounted filesystem with ordered data mode.
149,Freeing unused kernel memory: 144k freed
150,SELinux: Disabled at runtime.
151,Disabled Privacy Extensions on device 022db720(lo)
152,IPv6 over IPv4 tunneling driver
153,USB Universal Host Controller Interface driver v2.2
154,PCI: Found IRQ <*> for device <*>
155,uhci_hcd 0000:00:1f.2: UHCI Host Controller
156,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80"
157,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1"
158,hub 1-0:1.0: <*> <*> <*>
159,EXT3 FS on <*> internal journal
160,device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com
161,cdrom: open failed.
162,Adding 262072k swap on /dev/hda3. Priority:-1 extents:1
163,IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>
164,microcode: CPU0 already at revision 0x8 (current=0x8)
165,microcode: No suitable data for cpu 0
166,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]"
167,parport0: irq 7 detected
168,SCSI subsystem initialized
169,inserting floppy driver for 2.6.5-1.358
170,Floppy drive(s): fd0 is 1.44M
171,FDC 0 is a National Semiconductor PC87306
172,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html
173,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19
174,ip_tables: (C) 2000-2002 Netfilter core team
175,process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT
176,Bluetooth: <*> ver <*>
177,Bluetooth: HCI device and connection manager initialized
178,Bluetooth: <*> <*> layer initialized
179,lp0: using parport0 (polling).
180,lp0: console ready
181,cupsd <*> succeeded
182,succeeded
183,xinetd <*> succeeded
184,No such internal service: services/stream - DISABLING
185,sendmail <*> succeeded
186,sm-client <*> succeeded
187,bind failed (Address already in use (errno = 98)). service = telnet
188,Service telnet failed to start and is deactivated.
189,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.
190,Started working: 30 available services
191,spamd <*> succeeded
192,Jun <*> <*> <*> Info: loading configuration file '/etc/privoxy/config':
193,creating device node <*>
194,privoxy <*> succeeded
195,*** info <*>
196,Started gpm successfully. Entered daemon mode.
197,imps2: Auto-detected intellimouse PS/2
198,gpm <*> succeeded
199,session opened for user <*> by <*>
200,session closed for user <*>
201,htt startup succeeded
202,started.
203,crond <*> succeeded
204,xfs <*> succeeded
205,anacron startup succeeded
206,atd <*> succeeded
207,Starting background readahead:
208,messagebus <*> succeeded
209,httpd <*> succeeded
210,Squid Parent: child process <*> started
211,starting BIND 9.2.3 -u named -t /var/named/chroot
212,using 1 CPU
213,named <*> succeeded
214,loading configuration from '/etc/named.conf'
215,listening on IPv4 interface <*> <*>
216,snmpd <*> succeeded
217,NET-SNMP version 5.1.1
218,ntpd 4.2.0@1.1161-r Thu Mar 11 11:46:39 EST 2004 (1)
219,ntpd <*> succeeded
220,precision = <*> usec
221,kernel time sync <*> <*>
222,frequency initialized 0.000 PPM from /var/lib/ntp/drift
223,"configure: keyword ""authenticate"" unknown, line ignored"
224,couldn't add command channel <*> not found
225,running
226,"rsyncd version 2.6.2 starting, listening on port 873"
227,mdadm succeeded
228,mdmpd failed
229,removing device node <*>
230,"synchronized to LOCAL(0), stratum=10"
231,file descriptor of service comsat has been closed
232,select reported EBADF but no bad file descriptors were found
233,ALERT exited abnormally with [1]
234,kernel.core_uses_pid = 1
235,check pass; user unknown
236,authentication failure; <*> uid=0 euid=0 <*> ruser= <*>
237,connection from <*> <*> at <*> <*> <*> <*> 2005
238,authentication failure; <*> <*> euid=0 <*> ruser= <*> <*>
239,bad username <*>
240,Couldn't authenticate user
241,gethostbyname error for ^X^X^Z^Z%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220
242,User unknown timed out after 900 seconds at <*> <*> <*> <*> <*>
243,Received SNMP packet(s) from <*>
244,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code
245,Kerberos authentication failed
246,Authentication failed from <*> <*> Software caused connection abort
247,ROOT LOGIN ON <*>
248,"ANONYMOUS FTP LOGIN FROM 84.102.20.2, (anonymous)"
249,notify question section contains no SOA
250,getpeername (ftpd): Transport endpoint is not connected
251,warning: can't get client address: Connection reset by peer
252,Jul 27 14:42:19 Privoxy(-150806400) Info: loading configuration file '/etc/privoxy/config':
253,ttloop: peer died: Invalid or incomplete multibyte or wide character
254,Stopping <*> succeeded
255,Connecting at fd 6
256,Request on 6 (console 2)
257,Closing
258,bad username [ ]
259,FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure
260,<*> more authentication <*> <*> uid=0 euid=0 <*> ruser= <*> <*>
261,service(sshd) ignoring max retries; <*> > 3
262,ttloop: read: Connection reset by peer
263,tty2: invalid character 0x1b in login name
264,Sep <*> <*> <*> Info: loading configuration file '/etc/privoxy/config':
265,sendmail shutdown failed
266,shutting down for system reboot
267,Switching to runlevel: 6
268,terminating
269,jserver shutdown <*>
270,irw_killserver:cannaserver end
271,Stopping Canna server: succeeded
272,Stopping squid:
273,.
274,
275,Squid Parent: child process <*> exited with status 0
276,sshd -TERM succeeded
277,smartd received signal 15: Terminated
278,smartd is exiting (exit status 0)
279,shutting down
280,no longer listening on <*>
281,exiting
282,Received TERM or STOP signal... shutting down...
283,Exiting...
284,Exiting
285,ntpd exiting on signal 15
286,1+0 records <*>
287,Saving random seed: succeeded
288,"Caught signal 15, un-registering and exiting."
289,Kernel logging (proc) stopped.
290,Kernel log daemon terminating.
291,sm-client shutdown failed
292,open(/dev/pts/0): No such file or directory
293,password changed for test
294,wall: user test broadcasted 1 lines (36 chars)
295,Client hung up - probable port-scan
296,rsync: connection unexpectedly closed (0 bytes read so far)
297,rsync error: error in rsync protocol data stream (code 12) at io.c(342)
298,Connection from 88-213-181-81-cable.canals.ro (81.181.213.88)
299,connect from 88-213-181-81-cable.canals.ro
300,[smux_accept] accepted fd 12 from 81.181.213.88:1896
301,Unable to get command line from client!
302,Connection from 81.181.213.88 on illegal port
303,^[[60G[ <*>
304,net.ipv4.conf.default.rp_filter = 1
305,kernel.sysrq = 0
306,Oct 25 10:09:16 Privoxy(-150089600) Info: loading configuration file '/etc/privoxy/config':
307,hda: dma_timer_expiry: dma status == 0x20
308,hda: DMA timeout retry
309,hda: timeout waiting for DMA
310,hda: status timeout: status=0xd0 { Busy }
311,hda: drive not ready for command
312,ide0: reset: success
313,Out of Memory: Killed process <*> <*>
314,spurious 8259A interrupt: IRQ7.
315,"httpd: page allocation failure. order:0, <*>"
316,Call Trace:
317,[<0212ebf3>] __alloc_pages+0x274/0x281
318,[<0213d341>] read_swap_cache_async+0x41/0x84
319,[<02135dee>] swapin_readahead+0x2c/0x47
320,[<02135e66>] do_swap_page+0x5d/0x1f9
321,[<021364a7>] handle_mm_fault+0x9d/0xe2
322,[<02114537>] do_page_fault+0x12f/0x446
323,[<0210737b>] do_IRQ+0x15d/0x169
324,[<0227ecc1>] schedule+0x3ed/0x44d
325,[<0215242b>] dput+0x12c/0x13a
326,[<02114408>] do_page_fault+0x0/0x446
327,[<02135e6d>] do_swap_page+0x64/0x1f9
328,VM: killing process <*>
329,[<021303bd>] do_page_cache_readahead+0xa3/0x101
330,[<0212c71b>] filemap_nopage+0x119/0x26d
331,[<021361c7>] do_no_page+0xa1/0x235
332,[<02135fdc>] do_swap_page+0x1d3/0x1f9
333,[<0213647b>] handle_mm_fault+0x71/0xe2
334,[<02135342>] follow_page+0xda/0xe5
335,[<0213f1ba>] rw_vm+0x1ce/0x1ea
336,[<0212bd04>] find_or_create_page+0x39/0x70
337,[<02142ed7>] grow_dev_page+0x27/0xc3
338,[<02143014>] __getblk_slow+0xa1/0xcb
339,[<0214328d>] __getblk+0x25/0x2b
340,[<0a8e1123>] ext3_get_inode_loc+0x4f/0x201 [ext3]
341,[<0212db65>] mempool_alloc+0x5d/0xf6
342,[<0a8e1ba6>] ext3_reserve_inode_write+0x21/0x81 [ext3]
343,[<0a8e1c17>] ext3_mark_inode_dirty+0x11/0x27 [ext3]
344,[<0a8b23ef>] journal_start+0x78/0x9e [jbd]
345,[<0a8e1c7c>] ext3_dirty_inode+0x4f/0x5f [ext3]
346,[<02158800>] __mark_inode_dirty+0x20/0xca
347,[<0215456f>] inode_update_time+0x8e/0x96
348,[<0212cfe2>] generic_file_aio_write_nolock+0x302/0x84e
349,[<021c8bda>] vt_console_print+0x64/0x28f
350,[<021288cf>] __print_symbol+0x110/0x121
351,[<0212d602>] generic_file_aio_write+0x69/0x7c
352,[<0a8ddb99>] ext3_file_write+0x19/0x88 [ext3]
353,[<02141447>] do_sync_write+0x68/0x9d
354,[<021c8b76>] vt_console_print+0x0/0x28f
355,[<02118726>] __call_console_drivers+0x36/0x42
356,[<02118840>] call_console_drivers+0xbe/0xe3
357,[<021189cd>] printk+0x106/0x113
358,[<021060c2>] show_trace+0x92/0x97
359,[<02106159>] dump_stack+0x11/0x13
360,[<02129a6c>] do_acct_process+0x283/0x297
361,[<02129a95>] acct_process+0x15/0x1f
362,[<02119ccc>] do_exit+0x9f/0x2e3
363,[<0211476a>] do_page_fault+0x362/0x446
364,[<0211c38d>] proc_dointvec+0x11/0x15
365,[<0211c01d>] do_proc_dointvec_conv+0x0/0x36
366,[<0211bdc5>] do_rw_proc+0x79/0x8d
367,[<02142d47>] invalidate_inode_buffers+0x9/0x33
368,[<0227e913>] schedule+0x3f/0x44d
369,[<0212d1de>] generic_file_aio_write_nolock+0x4fe/0x84e
370,[<02115f01>] __wake_up+0xe/0x16
371,[<02115ed2>] __wake_up_common+0x2f/0x50
372,[<0213f423>] put_user_size+0x29/0x2d
373,[<021295e4>] check_free_space+0x1b5/0x1cb
374,[<0212c5b2>] page_cache_read+0x2a/0x7a
375,[<0212c784>] filemap_nopage+0x182/0x26d
376,[<02115617>] recalc_task_prio+0x141/0x14c
377,"sendmail: page allocation failure. order:0, <*>"
378,[<021359c3>] do_wp_page+0x97/0x21c
379,[<0214201b>] __fput+0xb3/0xd1
380,[<021208bf>] sys_rt_sigaction+0x6b/0x80
381,[<0213f3d3>] get_user_size+0x30/0x57
382,[<021287f4>] __print_symbol+0x35/0x121
383,[<021284a0>] module_text_address+0x3a/0x5d
384,[<02135b2f>] do_wp_page+0x203/0x21c
385,[<021359f7>] do_wp_page+0xcb/0x21c
386,[<021364c6>] handle_mm_fault+0xbc/0xe2
387,[<02107352>] do_IRQ+0x134/0x169
388,[<021529bb>] d_alloc+0x38/0x1b0
389,[<02152b72>] d_instantiate+0x3f/0x42
390,[<0211fc74>] sys_rt_sigprocmask+0x87/0x9a
391,[<0a8e11ed>] ext3_get_inode_loc+0x119/0x201 [ext3]
392,[<02221a76>] input_unregister_device+0xd/0xc1
393,printk: 185 messages suppressed.
394,[<02134aa0>] clear_page_tables+0x7c/0x8f
395,[<02137b89>] free_pgtables+0x76/0x7b
396,[<02137ca8>] unmap_region+0x80/0xaa
397,[<02137c1f>] unmap_vma_list+0xe/0x17
398,[<0212144c>] sys_setuid+0xdd/0xe9
399,Master rebooting...
400,messagebus shutdown failed
401,xfs shutdown failed
402,Stopping MySQL: failed
403,named shutdown failed
404,rpc.statd shutdown failed
405,portmap shutdown failed
406,Dec 06 12:23:28 Privoxy(-150085504) Info: loading configuration file '/etc/privoxy/config':
407,ttloop: read: Connection timed out
408,connection from <*> <*> at <*> <*> <*> <*> 2006
409,Kernel command line: ro root=LABEL=/ rhgb quiet audit=1
410,audit: enabled (after initialization)
411,"security: 5 users, 7 roles, 1244 types, 1 bools"
412,"security: 30 classes, 303377 rules"
413,SELinux: Completing initialization.
414,SELinux: Setting up existing superblocks.
415,SELinux: initialized (dev <*> type <*> uses <*>
416,"SELinux: initialized (dev , type <*> not configured for labeling"
417,"SELinux: initialized (dev , type <*> uses <*> SIDs"
418,<*> avc: denied { <*> } for <*> <*> <*> <*> <*> scontext=system_u:system_r:kernel_t <*> <*>
419,<*> avc: denied { read write } for <*> <*> <*> <*> <*> scontext=system_u:system_r:kernel_t <*> <*>
420,<*> avc: denied { <*> } for <*> <*> scontext=system_u:system_r:kernel_t <*> <*>
421,<*> <*> <*> <*> <*> <*> <*> <*> <*> loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 <*> fsgid=0
422,<*> item=0 <*> <*> dev=00:00
423,audit(1138278092.509:112888): item=0 name=/proc/sys/net/econet
424,<*> avc: denied { <*> } for <*> <*> <*> <*> scontext=system_u:system_r:kernel_t <*> <*>
425,<*> avc: denied { <*> } for <*> <*> <*> scontext=system_u:system_r:kernel_t <*> <*>
426,<*> item=0 <*> dev=00:00
427,audit(1138278101.742:164003): item=0 name=/dev/ptmx inode=1025790 dev=05:02
428,<*> item=0 name=/dev/pts/0 inode=2 dev=88:00
429,<*> <*> exit=0 <*> <*> <*> <*> items=0 <*> loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 <*> <*> <*>
430,<*> item=0 <*> <*> dev=0a:3f
431,audit(1138296111.560:323542): item=0 name=/udev/vcs1 inode=861585 dev=07:01
432,audit(1138296120.316:368744): item=0 name=/udev/fd0 inode=283651 dev=02:00
433,Jan 26 12:22:42 Privoxy(-150327168) Info: loading configuration file '/etc/privoxy/config':
434,audit(1138296128.156:454449): item=0 name=/proc/net/rpc/nfs4.idtoname/channel
435,"pam_check_access failed, user does not have proper access: system_u:system_r:kernel_t"
436,<*> <*> <*> <*> <*> <*> a3=862785d <*> pid=2089 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=100 egid=0 sgid=0 fsgid=101
437,audit(1138296165.211:606989): syscall=11 exit=0 a0=fef9be88 a1=862c0b0 a2=862d358 a3=0 items=2 pid=2090 loginuid=-1 uid=100 gid=101 euid=100 suid=100 fsuid=100 egid=101 sgid=101 fsgid=101
438,<*> item=1 inode=1170434 dev=00:00
439,audit(1138296191.846:687489): syscall=195 exit=0 a0=fee8cefe a1=fee8ce90 a2=501ffc a3=fee8cf06 items=1 pid=2275 loginuid=-1 uid=23 gid=23 euid=23 suid=0 fsuid=23 egid=23 sgid=23 fsgid=23
440,<*> syscall=102 exit=0 a0=2 <*> a2=7ee138 <*> items=0 pid=2289 loginuid=-1 uid=25 gid=25 euid=25 suid=25 fsuid=25 egid=25 sgid=25 fsgid=25
441,audit(1138296216.366:837154): item=0 name=/udev/vcsa5 inode=283654 dev=07:85
442,<*> item=0 name=/dev/pts/1 inode=3 dev=88:01
443,"Warning! Could not relabel with system_u:object_r:devpts_t, not relabeling."
444,ANONYMOUS FTP LOGIN FROM <*> <*> <*>
445,setsockopt (IP_TOS): Operation not supported
